Source Row,Site ID,Name,Pulse,Column,Issue Type,Severity,Value,Suggested Value,Message,Skip Site,Included In Main Output
149,48461,2023 Peterson Ranch Pond - West,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
150,48475,2023 Plumas Arboga 2,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
150,48475,2023 Plumas Arboga 2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
150,48475,2023 Plumas Arboga 2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
151,48437,2023 Plumas Arboga 8 - North Regional Pond,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
151,48437,2023 Plumas Arboga 8 - North Regional Pond,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
152,48764,2023 Rancho Jamul North Pond - fix lat lon,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
152,48764,2023 Rancho Jamul North Pond - fix lat lon,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
152,48764,2023 Rancho Jamul North Pond - fix lat lon,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
153,48765,2023 Rancho Jamul Site 1 fix lat lon,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
153,48765,2023 Rancho Jamul Site 1 fix lat lon,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
154,48438,2023 Bridge St Pond,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
154,48438,2023 Bridge St Pond,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
154,48438,2023 Bridge St Pond,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
155,48439,2023 West of Davis,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
155,48439,2023 West of Davis,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
156,48464,2023 San Luis NWR - West Bank Creek,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
156,48464,2023 San Luis NWR - West Bank Creek,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
156,48464,2023 San Luis NWR - West Bank Creek,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
157,48447,2023 San Luis Bear Creek,p1,p1abandon,date_order_error,REVIEW,6/20/2023P < 6/23/2023,6/20/2023P < 6/23/2023,p1abandon is before p1incstart.,,Yes
157,48447,2023 San Luis Bear Creek,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
157,48447,2023 San Luis Bear Creek,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
157,48447,2023 San Luis Bear Creek,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
158,48466,2023 Sedgwick,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
158,48466,2023 Sedgwick,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
158,48466,2023 Sedgwick,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
159,48478,2023 South Virginia Road 3,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
159,48478,2023 South Virginia Road 3,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
159,48478,2023 South Virginia Road 3,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
160,48456,2023 Virginia at Ostrom,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
160,48456,2023 Virginia at Ostrom,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
160,48456,2023 Virginia at Ostrom,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
161,48398,2023 WA Harder Spring,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
161,48398,2023 WA Harder Spring,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
162,48393,2023 WA McCain Wetlands,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
162,48393,2023 WA McCain Wetlands,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
162,48393,2023 WA McCain Wetlands,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
163,48471,2023 Wind Wolves Preserve site 1,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
163,48471,2023 Wind Wolves Preserve site 1,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
163,48471,2023 Wind Wolves Preserve site 1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
164,48469,2023 Wind Wolves Preserve Site 2,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
164,48469,2023 Wind Wolves Preserve Site 2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
164,48469,2023 Wind Wolves Preserve Site 2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
165,65446,2024 Baja Rancho Cinega Redonda 1,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
165,65446,2024 Baja Rancho Cinega Redonda 1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
166,65447,2024 Baja Rancho Cinega Redonda 2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
166,65447,2024 Baja Rancho Cinega Redonda 2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
167,65444,2024 Baja Lago Mesa Redonda,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,Yes
167,65444,2024 Baja Lago Mesa Redonda,p2,p2Outcome,missing_outcome_with_dates,REVIEW,n/a,n/a,p2 has exported pulse date fields but p2Outcome is blank or n/a.,,Yes
167,65444,2024 Baja Lago Mesa Redonda,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
167,65444,2024 Baja Lago Mesa Redonda,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
168,65453,2024 Colusa NWR T27.1,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
168,65453,2024 Colusa NWR T27.1,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
168,65453,2024 Colusa NWR T27.1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
169,65454,2024 Colusa NWR T27.2,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
169,65454,2024 Colusa NWR T27.2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
169,65454,2024 Colusa NWR T27.2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
170,63115,2024 Dublin Ranch Preserve - Lin Livermore Conservation Area,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
170,63115,2024 Dublin Ranch Preserve - Lin Livermore Conservation Area,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
170,63115,2024 Dublin Ranch Preserve - Lin Livermore Conservation Area,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
172,65456,2024 Kern 1 - check lat lon,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
172,65456,2024 Kern 1 - check lat lon,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
172,65456,2024 Kern 1 - check lat lon,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
173,63044,2024 Los Vaqueros Reservoir,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
173,63044,2024 Los Vaqueros Reservoir,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
174,63085,2024 Markham Ravine 1,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
174,63085,2024 Markham Ravine 1,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
174,63085,2024 Markham Ravine 1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
175,63088,2024 Markham Ravine 2,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,Dupe,No
175,63088,2024 Markham Ravine 2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
175,63088,2024 Markham Ravine 2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
176,63113,2024 Markham Ravine 3,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,Dupe,No
176,63113,2024 Markham Ravine 3,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
176,63113,2024 Markham Ravine 3,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
177,63114,2024 Merced NWR - Cottonwood Trail,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
177,63114,2024 Merced NWR - Cottonwood Trail,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
177,63114,2024 Merced NWR - Cottonwood Trail,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
178,63087,2024 Moore Lake - confirm lat lon,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
178,63087,2024 Moore Lake - confirm lat lon,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
178,63087,2024 Moore Lake - confirm lat lon,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
179,66012,2024 Newberry Springs,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
179,66012,2024 Newberry Springs,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
179,66012,2024 Newberry Springs,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
180,77023,2024 North Regional Pond,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
180,77023,2024 North Regional Pond,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
180,77023,2024 North Regional Pond,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
181,63086,2024 OR Eureka Lane,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
181,63086,2024 OR Eureka Lane,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
181,63086,2024 OR Eureka Lane,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
182,65471,2024 Panoche Creek Preserve - Dollar Marsh East,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,Yes
182,65471,2024 Panoche Creek Preserve - Dollar Marsh East,p2,p2Outcome,missing_outcome_with_dates,REVIEW,n/a,n/a,p2 has exported pulse date fields but p2Outcome is blank or n/a.,,Yes
182,65471,2024 Panoche Creek Preserve - Dollar Marsh East,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
182,65471,2024 Panoche Creek Preserve - Dollar Marsh East,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
183,65469,2024 Panoche Creek Preserve - Dollar Marsh South,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,Dupe,No
183,65469,2024 Panoche Creek Preserve - Dollar Marsh South,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
183,65469,2024 Panoche Creek Preserve - Dollar Marsh South,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
184,65470,2024 Panoche Creek Preserve - Dollar Marsh West,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,Dupe,No
184,65470,2024 Panoche Creek Preserve - Dollar Marsh West,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
184,65470,2024 Panoche Creek Preserve - Dollar Marsh West,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
185,63656,2024 Rancho Jamul - Main Pond 1,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
185,63656,2024 Rancho Jamul - Main Pond 1,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
186,63657,2024 Rancho Jamul - Main Pond 2,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,Dupe,No
186,63657,2024 Rancho Jamul - Main Pond 2,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,Dupe,No
187,63468,2024 Rancho Jamul - North Pond,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
187,63468,2024 Rancho Jamul - North Pond,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
187,63468,2024 Rancho Jamul - North Pond,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
188,63089,2024 SJWA Thistle NW of Bridge Street Pond,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
188,63089,2024 SJWA Thistle NW of Bridge Street Pond,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
188,63089,2024 SJWA Thistle NW of Bridge Street Pond,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
189,63049,2024 Ohlone - Santa Lucia Preserve,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
189,63049,2024 Ohlone - Santa Lucia Preserve,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
189,63049,2024 Ohlone - Santa Lucia Preserve,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
190,63738,2024 Sedgwick,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
190,63738,2024 Sedgwick,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
190,63738,2024 Sedgwick,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
191,63116,2024 WA Harder Spring,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
191,63116,2024 WA Harder Spring,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
192,63465,2024 WA McCain Pond,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
192,63465,2024 WA McCain Pond,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
192,63465,2024 WA McCain Pond,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
193,65481,2024 Wind Wolves Preserve - Los Lobos,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
193,65481,2024 Wind Wolves Preserve - Los Lobos,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
194,65482,2024 Wind Wolves Preserve - Pleitito,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
194,65482,2024 Wind Wolves Preserve - Pleitito,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
195,65483,2024 Wind Wolves Preserve - Santiago,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
195,65483,2024 Wind Wolves Preserve - Santiago,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
195,65483,2024 Wind Wolves Preserve - Santiago,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
196,65480,2024 Wind Wolves Preserve - Tevis,p2,p2Outcome,invalid_outcome_value,ERROR,n/a,n/a,p2Outcome has an unexpected outcome value.,,No
196,65480,2024 Wind Wolves Preserve - Tevis,p3,p3Outcome,invalid_outcome_value,ERROR,n/a,n/a,p3Outcome has an unexpected outcome value.,,No
196,65480,2024 Wind Wolves Preserve - Tevis,p4,p4Outcome,invalid_outcome_value,ERROR,n/a,n/a,p4Outcome has an unexpected outcome value.,,No
